X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X91,X94,X95,X96,X97,X98,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X136,X137,X138,X139,X140,X141,X142,X143,fiscal_year,X742,X736
Social Sciences and Humanities Research Council,69,2,71,66,5,0,50,12,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,6,5,0,0,0,2016-2017,1.57,115897
St. John's Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Standards Council of Canada,4,0,4,4,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016-2017,0.1,36000
Statistics Canada,222,3,225,212,13,41,12,16,32,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,18,0,18,18,0,0,0,2016-2017,2.79,256712
Status of Women Canada,50,1,51,38,13,32,0,0,6,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2016-2017,1.95,148204
Sustainable Development Technology Canada,4,3,7,7,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,2016-2017,1,47568
Telefilm Canada,10,4,14,5,9,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2016-2017,1.75,162751
The National Battlefields Commission,4,1,5,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.15,0
Thunder Bay Port Authority,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.01,750
Toronto Port Authority,8,1,9,6,3,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,5,44213
Transport Canada,994,268,1262,804,458,328,33,190,87,233,123,128,49,1,42,38,40,65,10,5,1,5,1,1,6,45,0,71,0,0,39,3,0,1,1,0,0,1,0,0,2,5,120,0,93,27,0,0,0,2016-2017,14.36,1198938
Transportation Safety Board of Canada,119,24,143,119,24,14,3,65,9,27,1,22,9,2,8,4,0,1,0,1,1,1,1,0,0,7,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,11,37,0,26,2,0,0,0,2016-2017,6.33,501737
Treasury Board of Canada Secretariat,534,122,656,523,133,105,14,53,15,254,93,74,1,1,1,0,0,21,0,5,4,0,0,0,1,3,0,10,0,0,14,0,1,4,1,1,0,0,0,0,0,1,37,0,35,2,1,0,0,2016-2017,7.82,583243
Trois-Rivières Port Authority,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,70
Veterans Affairs Canada,380,49,429,375,54,97,8,34,19,177,45,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,1,20,0,24,2,0,0,0,2016-2017,8.43,568035
Veterans Review and Appeal Board,3,0,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.65,47256
VIA Rail Canada,39,1,40,25,15,5,4,6,3,20,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,2016-2017,1.35,101095
Western Economic Diversification Canada,17,0,17,13,4,6,0,2,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,2016-2017,0.82,81842
Windsor Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,500
Windsor-Detroit Bridge Authority,18,2,20,11,9,2,0,2,0,14,0,5,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,2016-2017,1.2,158866
Yukon Environment Socio-Economic Assessment Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,1,0
Yukon Surface Rights Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Administrative Tribunals Support Service of Canada,23,7,30,18,12,4,0,5,1,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2017-2018,1.58,147482
Agriculture and Agri-Food Canada,166,36,202,184,18,28,7,69,13,46,3,13,3,1,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,1,0,0,0,0,1,43,1,22,13,0,0,0,2017-2018,7.79,768508
Asia Pacific Foundation of Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,1,3500
Atlantic Canada Opportunities Agency,20,3,23,23,0,3,1,5,0,11,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,6,15,0,0,0,2017-2018,2.3,205596
Atlantic Pilotage Authority Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Atomic Energy of Canada Limited,26,2,28,28,0,0,0,2,5,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,0,0,0,2017-2018,1.5,212116
Bank of Canada,38,16,54,34,20,18,3,2,0,11,4,7,1,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,2017-2018,5.66,682180
Belledune Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
British Columbia Treaty Commission,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Business Development Bank of Canada,9,1,10,9,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,1,111489
Canada Border Services Agency,7466,1479,8945,7219,1726,236,195,3187,188,3239,421,824,1063,194,179,316,0,0,60,42,1144,39,17,6,72,2230,3,75,3,5,1459,0,0,0,0,0,0,0,0,0,1,3,27,0,19,2,0,0,0,2017-2018,19.02,1946801
Canada Council for the Arts,10,1,11,10,1,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2017-2018,0.32,41857
Canada Deposit Insurance Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.12,8196
Canada Development Investment Corporation,6,1,7,6,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,0,0,0,2017-2018,0.5,61742
Canada Eldor Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Canada Foundation for Innovation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.04,5760
Canada GEN Investment Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Canada Hibernia Holding Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Canada Lands Company CLC Limited (Canada Lands Company Limited),12,0,12,9,3,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2017-2018,0.2,22000
Canada Lands Company Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.01,1500
Canada Mortgage and Housing Corporation,64,11,75,65,10,22,0,8,0,32,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,2017-2018,2.22,350153
Canada Post Corporation,58,25,83,67,16,21,0,4,4,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,8,0,5,1,0,0,0,0,2017-2018,2.08,199982
Canada Revenue Agency,2750,1126,3876,2772,1104,106,43,902,73,1479,147,516,21,0,84,1,0,1,14,0,1,15,10,1,235,749,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,34,0,29,2,0,0,0,2017-2018,59.5,5115666
Canada School of Public Service,29,1,30,30,0,1,0,7,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,1,0,0,0,2017-2018,1.31,75698
Canada-Newfoundland and Labrador Offshore Petroleum Board,8,1,9,5,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,2017-2018,1,100157
Canada-Nova-Scotia Offshore Petroleum Board,9,0,9,9,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018,47,3100
Canadian Air Transport Security Authority,30,3,33,30,3,21,0,1,0,8,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,2017-2018,1.2,120000
Canadian Broadcasting Corporation,129,29,158,123,35,32,4,10,7,58,18,13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,2017-2018,6,673776
Canadian Centre for Occupational Health and Safety,4,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018,0.11,8146
Canadian Commercial Corporation,9,5,14,10,4,2,0,0,1,3,3,0,2,0,0,0,0,0,4,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,1,0,0,0,2017-2018,1.48,172446
Canadian Dairy Commission,1,2,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2017-2018,0.5,4600
Canadian Environmental Assessment Agency,28,6,34,32,2,2,1,18,7,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,2017-2018,3.51,274704
Canadian Food Inspection Agency,387,67,454,385,69,46,8,174,31,128,0,32,17,3,14,3,0,21,2,0,0,1,0,0,0,11,0,0,0,1,35,0,0,0,1,0,0,0,0,0,1,23,95,0,101,76,0,0,0,2017-2018,13.76,1151926
Canadian Grain Commission,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,6565
Canadian Heritage,799,143,942,721,221,372,16,160,16,96,139,20,12,0,7,2,0,0,41,0,0,0,0,0,0,2,0,9,0,0,32,0,0,3,0,0,0,0,0,0,0,1,126,0,16,5,0,0,0,2017-2018,10.25,880612
Canadian Human Rights Commission,38,5,43,39,4,0,2,2,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,4.13,263749
Canadian Institutes of Health Research,5,3,8,8,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,0,0,2017-2018,1,82000
Canadian Museum for Human Rights,4,2,6,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2017-2018,0.2,15289
Canadian Museum of History and the Canadian War Museum,6,4,10,8,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,2017-2018,0.9,49080
Canadian Museum of Immigration at Pier 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,6285
Canadian Museum of Nature,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,1.25,13550
Canadian Northern Economic Development Agency,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.01,9000
Canadian Nuclear Safety Commission,289,14,303,267,36,7,0,13,245,24,0,12,3,1,5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,15,15,4,0,0,0,0,2017-2018,3.71,306599
Canadian Race Relations Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.02,2000
Canadian Radio-television and Telecommunications Commission,36,6,42,30,12,3,0,9,8,16,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2,0,0,0,2017-2018,3.23,196386
Canadian Security Intelligence Service,851,86,937,791,146,127,82,137,6,440,59,58,74,2,11,11,0,38,14,4,456,3,9,342,72,391,1,16,1,3,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018,7.5,580004
Canadian Space Agency,17,2,19,18,1,6,0,4,0,6,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018,0.7,60660
Canadian Transportation Agency,44,4,48,47,1,8,0,8,18,2,8,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,2017-2018,1.18,64972
Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,17,4,21,14,7,2,0,0,0,10,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.42,35561
Communication Security Establishment,104,48,152,82,70,70,8,10,1,15,0,9,4,0,0,0,0,0,4,45,0,0,0,0,2,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,2017-2018,4.04,370214
Copyright Board Canada,5,1,6,4,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.3,23000
Correctional Service of Canada,474,327,801,377,424,32,2,8,10,422,0,140,0,0,4,2,0,0,0,0,1,7,1,0,2,2,35,0,0,0,10,0,0,0,2,35,0,0,0,0,0,0,26,1,9,3,0,0,0,2017-2018,10,624609
Crown-Indigenous Relations and Northern Affairs Canada,516,162,678,567,111,140,56,93,40,166,21,57,2,2,11,2,1,0,0,0,0,1,2,0,0,8,0,2,0,0,30,0,0,0,0,0,0,0,1,0,2,5,121,2,61,50,0,0,0,2017-2018,10.72,774007
Defence Construction Canada,18,13,31,28,3,0,0,15,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,14,5,0,0,0,2017-2018,2.06,158184
Department of Finance Canada,913,239,1152,874,278,275,15,297,28,132,166,36,18,14,42,4,3,80,52,3,0,0,0,0,0,13,0,3,0,0,324,0,0,0,0,0,0,0,0,0,0,3,147,0,118,37,0,0,0,2017-2018,14.74,1239191
Department of Justice Canada,809,130,939,702,237,160,47,115,43,290,154,54,6,2,17,2,0,26,1,0,1,2,0,0,2,5,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,1,4,0,12,3,0,0,0,2017-2018,19.5,1841466
Destination Canada,2,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,12000
Development Finance Institute Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.01,1634
Economic Development Agency of Canada for the Regions of Quebec,36,0,36,35,1,17,1,3,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2017-2018,1.35,114120
Elections Canada,40,21,61,50,11,9,1,7,0,12,11,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,2017-2018,2.74,304279
Employment and Social Development Canada,1942,371,2313,1899,414,649,39,357,124,611,162,342,3,0,10,0,0,13,13,13,0,0,0,0,2,31,1,114,0,0,1,0,0,0,0,0,0,0,0,0,0,2,74,0,71,5,0,0,0,2017-2018,16.8,1422670
Environment and Climate Change Canada,1999,472,2471,2022,449,219,13,1423,81,227,36,164,13,9,15,7,0,32,2,0,0,0,0,0,5,18,0,69,0,0,15,0,0,0,0,0,0,0,0,0,0,0,156,0,50,12,0,0,0,2017-2018,21.5,1623559
Exinvest Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.01,1634
Export Development Canada,11,2,13,9,4,3,2,1,2,3,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2017-2018,5.04,167846
Farm Credit Canada,5,1,6,6,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.5,25000
Farm Products Council of Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,1370
Federal Bridge Corporation Limited,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017-2018,0.01,900
Federal Economic Development Agency for Southern Ontario,19,5,24,20,4,2,1,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2017-2018,1.68,120722
Federal Public Service Health Care Plan Administration Authority,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,5742
Financial Consumer Agency of Canada,13,0,13,6,7,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2017-2018,1,105500
Financial Transactions and Reports Analysis Centre of Canada,56,19,75,64,11,23,2,21,1,8,1,5,1,1,3,0,0,2,5,0,3,0,0,0,2,31,0,3,2,0,20,0,0,0,0,0,0,0,0,0,0,1,15,0,17,0,0,0,0,2017-2018,2,202000
First Nations Financial Management Board,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,4,4500
First Nations Tax Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.22,23683
Fisheries and Oceans Canada,466,103,569,481,88,61,8,166,47,130,54,33,8,3,20,4,0,8,7,2,0,0,0,0,3,21,1,36,1,1,67,0,0,1,2,0,0,0,0,0,2,2,91,0,86,19,0,0,0,2017-2018,21.02,2765015
Freshwater Fish Marketing Corporation,1,5,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2017-2018,0.1,14132
Global Affairs Canada,1680,297,1977,1569,408,702,122,399,70,274,113,152,159,40,13,1,0,11,523,9,54,3,0,0,0,12,0,25,0,0,94,0,0,1,0,0,2,0,0,0,0,9,133,1,158,24,0,0,0,2017-2018,53.72,4621504
Great Lakes Pilotage Authority,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.04,3000
Gwich'in Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Gwich'in Land Use Planning Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Halifax Port Authority,4,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018,0.1,2000
Hamilton Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.03,4125
Health Canada,1806,1612,3418,1808,1610,243,60,933,129,260,181,358,12,5,12,0,0,12,1,1,0,0,0,0,2,3,0,2,0,0,62,0,1,0,1,0,0,0,0,0,0,12,209,0,136,23,0,0,0,2017-2018,68.39,6209350
Historic Sites and Monuments Board of Canada,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.02,920
Immigration and Refugee Board,238,44,282,263,19,28,20,155,10,25,0,7,2,1,0,0,0,3,0,0,0,21,0,0,0,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2017-2018,2.5,209250
Immigration Refugees and Citizenship Canada,64234,7293,71527,59021,12506,287,1913,36965,3017,19459,2593,2594,2809,21,27,10,1,0,9998,1205,843,1,1,4,136,16304,1,521,6,4,55,0,0,3,9,1,0,0,0,0,0,7,57,0,29,10,0,0,0,2017-2018,56.09,4225452
Indigenous Services Canada,110,0,110,60,50,28,17,19,12,32,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,8,0,2,2,0,0,0,2017-2018,1.82,131322
Ingenium - Canada's Museums of Science and Innovation,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.13,7800
Innovation Science and Economic Development Canada,1700,223,1923,1544,379,596,27,700,81,87,209,95,5,0,22,8,1,0,0,65,0,0,4,0,3,11,0,3,0,0,35,0,0,0,1,0,0,0,0,0,0,1,242,0,194,3,0,0,0,2017-2018,13.51,1216776
